gene	name	log2fc	pval	padj
6074	ENSG00000182934	SRPRA	1.10799739941285	0.000177309516419612	0.000866580182897078
6075	ENSG00000059691	GATB	1.10743095737702	0.000240069820142959	0.00113197907529288
6076	ENSG00000254452	AP001107.2	1.10696306590408	0.000895344513942344	0.00357166731099437
6077	ENSG00000099365	STX1B	1.10634483450426	0.0078336844689946	0.0229608670406414
6078	ENSG00000257698	GIHCG	1.10610764447672	0.00137479912029827	0.00517831157373785
6079	ENSG00000170775	GPR37	1.1058217045072	0.0138284201251228	0.0369685296053387
6080	ENSG00000178719	GRINA	1.10574706377597	8.32814963136769e-05	0.000445527418952206
6081	ENSG00000102385	DRP2	1.10537702785501	0.0162351697870081	0.0421436483362
6082	ENSG00000175854	SWI5	1.10520722561129	3.94273088484291e-05	0.000228868968612459
6083	ENSG00000204052	LRRC73	1.10473009997675	0.0127008630117931	0.0344503796038954
6084	ENSG00000196704	AMZ2	1.10444232863057	2.94379572125028e-06	2.24364452417048e-05
6085	ENSG00000025434	NR1H3	1.10387639154615	0.000675830613880609	0.00279440539287246
6086	ENSG00000186326	RGS9BP	1.10366277283449	0.0134294673077354	0.036083911583814
6087	ENSG00000241570	PAQR9-AS1	1.10344184895414	0.0166914506425376	0.0431375690671988
6088	ENSG00000204657	OR2H2	1.1033020594924	0.0103396853191551	0.0290135028476284
6089	ENSG00000248508	SRP14-AS1	1.10329459062513	0.00883870758064478	0.0253680601350852
6090	ENSG00000249593	AC011405.1	1.10319703206126	0.000155952977541163	0.000775276873183439
6091	ENSG00000160691	SHC1	1.10261805803935	0.000242119899175199	0.00114011259626382
6092	ENSG00000162910	MRPL55	1.10255295507719	0.000115251208488888	0.000593990906537308
6093	ENSG00000270659	AC079610.1	1.10211818703002	0.00792906812633989	0.0231874039618095
6094	ENSG00000149577	SIDT2	1.10174807231529	9.24727268724442e-06	6.27465385688081e-05
6095	ENSG00000113312	TTC1	1.10148234979311	0.000117160269802097	0.000602148494965578
6096	ENSG00000130066	SAT1	1.10099496556982	0.00628586237985118	0.0190746223671029
6097	ENSG00000176101	SSNA1	1.10085648769009	7.77466598965147e-05	0.000418857293377029
6098	ENSG00000240207	AC080013.1	1.09859693272604	0.0183873260446776	0.0467339539326454
6099	ENSG00000231663	COA6-AS1	1.09811945121775	1.50631958656513e-05	9.69035203487055e-05
6100	ENSG00000174282	ZBTB4	1.09707653790026	1.4795749422265e-06	1.21253223881881e-05
6101	ENSG00000139641	ESYT1	1.09684622591535	0.000430028062433255	0.00188804232694966
6102	ENSG00000125703	ATG4C	1.09659030730849	0.000201807561722369	0.000971018903254434
6103	ENSG00000152804	HHEX	1.09640601543465	0.00185097692420774	0.00669825589011624
6104	ENSG00000196372	ASB13	1.09640051652976	2.91980481164625e-05	0.000175083439346784
6105	ENSG00000138495	COX17	1.09607530728041	0.000103662254056276	0.000540699726757612
6106	ENSG00000153179	RASSF3	1.0958009674046	0.000761856817910739	0.00310362837287127
6107	ENSG00000077238	IL4R	1.0957939625622	0.00153196281966071	0.00569927224666264
6108	ENSG00000270419	CAHM	1.09566185064382	0.00793598487644253	0.0232005987213181
6109	ENSG00000120690	ELF1	1.09550008063827	0.00282397243070208	0.00964717401143982
6110	ENSG00000091592	NLRP1	1.09549867659835	0.000292784478828987	0.00134632485170418
6111	ENSG00000167770	OTUB1	1.09498795590633	0.000399097870753701	0.00176617428492176
6112	ENSG00000273437	AC108673.3	1.09469198719466	0.0195601126989671	0.0491730211495217
6113	ENSG00000262660	AC139530.2	1.09451875963287	0.000167474905965138	0.000825069194644491
6114	ENSG00000163803	PLB1	1.09424888262127	0.00472719143214495	0.0149999451778557
6115	ENSG00000254224	AP003465.1	1.09407454869204	0.0038095826722053	0.0124641384181959
6116	ENSG00000164379	FOXQ1	1.09379094099323	0.00577766320594537	0.0177677203931322
6117	ENSG00000256928	AP000763.4	1.09361090194601	0.000438566251729552	0.00192000034324597
6118	ENSG00000101460	MAP1LC3A	1.09269988262555	8.76525083236234e-05	0.000466349644877029
6119	ENSG00000188931	CFAP126	1.09243122698728	0.0010195076283398	0.00399185730270118
6120	ENSG00000167858	TEKT1	1.09236861379318	0.0159042285649427	0.0414318091588178
6121	ENSG00000116353	MECR	1.09197154128822	4.88911000886153e-05	0.00027674967018684
6122	ENSG00000060642	PIGV	1.09102260145107	0.00122083541954785	0.00467420413334255
6123	ENSG00000259784	AC093525.1	1.09099982941329	0.000992259659997012	0.0039008485983313
6124	ENSG00000178467	P4HTM	1.09099554078428	2.240438441827e-05	0.000137979372742444
6125	ENSG00000267390	AC036176.1	1.09031704960327	0.011565685994647	0.0318421850337039
6126	ENSG00000198925	ATG9A	1.08999078202774	6.28646873984956e-05	0.000347052265900983
6127	ENSG00000259775	AL138976.2	1.08995315464415	0.00836661260231433	0.0242633149293216
6128	ENSG00000228300	FAM174C	1.08979894270044	0.00172902599475328	0.00630923564599515
6129	ENSG00000105953	OGDH	1.08962784282605	7.41139615556793e-05	0.000401444901123418
6130	ENSG00000283235	AC139493.2	1.08940757857879	0.0183538963795161	0.0466794375065631
6131	ENSG00000143353	LYPLAL1	1.08907786795991	0.000467755370436036	0.00202954436712206
6132	ENSG00000136167	LCP1	1.08907328196141	0.0141034078762816	0.0376008670263488
6133	ENSG00000182359	KBTBD3	1.0887181573071	0.0010324775748335	0.00403633122817016
6134	ENSG00000007952	NOX1	1.08861019449641	0.00697029933672793	0.0207952600681503
6135	ENSG00000196502	SULT1A1	1.08775792547557	0.00201231993029354	0.00719034267328344
6136	ENSG00000119537	KDSR	1.08693412375391	0.00024368311261578	0.00114624221463415
6137	ENSG00000106615	RHEB	1.0863067732841	1.87489904747293e-06	1.49793861526329e-05
6138	ENSG00000250241	AC105383.1	1.08602531194569	0.000641900971645081	0.00267080462419056
6139	ENSG00000203618	GP1BB	1.08584745757029	0.000324846417642424	0.0014749953810005
6140	ENSG00000128185	DGCR6L	1.08540504807706	0.00363904299910524	0.0119754430226749
6141	ENSG00000250317	SMIM20	1.08498447361946	0.00242619338979665	0.00844962991359612
6142	ENSG00000115286	NDUFS7	1.08485789099236	0.000968404126359148	0.00382034283935608
6143	ENSG00000286001	AC021087.5	1.08462670613913	4.83324825711767e-05	0.000274207274926946
6144	ENSG00000215375	MYL5	1.08448038155661	0.000437977212371828	0.00191766099466137
6145	ENSG00000123999	INHA	1.08301424159393	0.00150582442418565	0.00561155633187229
6146	ENSG00000261659	Z92544.1	1.08298090730164	6.90411797866517e-05	0.000376761134699427
6147	ENSG00000112033	PPARD	1.08288985236048	2.73458298583941e-06	2.10154770029434e-05
6148	ENSG00000188186	LAMTOR4	1.08274104489467	0.000731557353129708	0.00299410850866007
6149	ENSG00000136826	KLF4	1.0827118468894	0.0192890066402717	0.0485994823864355
6150	ENSG00000055955	ITIH4	1.0824919538866	0.00418588079741214	0.0135075257129706
6151	ENSG00000241399	CD302	1.08228501824433	0.00571784084327473	0.0176069129655001
6152	ENSG00000213619	NDUFS3	1.08209797526436	0.000267739809286735	0.00124685682500106
6153	ENSG00000172375	C2CD2L	1.08207000604105	0.0070367812130793	0.0209543823708434
6154	ENSG00000135535	CD164	1.08202409809006	5.30951383303138e-05	0.000298092733882343
6155	ENSG00000140025	EFCAB11	1.08161195221998	0.000460212700898219	0.00200028244700023
6156	ENSG00000180488	MIGA1	1.08003085735679	0.00494963271150454	0.015592601344966
6157	ENSG00000047648	ARHGAP6	1.07845259942527	0.0106250583072748	0.0297049286184488
6158	ENSG00000286449	AC016590.4	1.07807556101424	0.00582672945752397	0.0178950711058848
6159	ENSG00000263707	AC005277.1	1.07781295166406	0.0124589518579705	0.033902232079107
6160	ENSG00000224795	NTM-AS1	1.07702062127032	0.000620095636254861	0.0025908368493446
6161	ENSG00000213398	LCAT	1.07690028245404	0.0199574517906128	0.0499950650484685
6162	ENSG00000276728	AC142472.1	1.07686378833936	0.00457464253293155	0.0145822188621317
6163	ENSG00000168994	PXDC1	1.07667728138304	0.00777716459267051	0.0228276413133989
6164	ENSG00000282527	AC110491.3	1.07659853743938	0.0172430659705452	0.0443658811643634
6165	ENSG00000118849	RARRES1	1.0765321996011	0.0117794275718812	0.0323544440090201
6166	ENSG00000103145	HCFC1R1	1.07640766904196	0.00127505091433535	0.00485902829215005
6167	ENSG00000166825	ANPEP	1.0761170994817	0.00783997277848665	0.0229735376805541
6168	ENSG00000144199	FAHD2B	1.07559852683982	0.000210658162364371	0.00100848461155378
6169	ENSG00000272273	IER3-AS1	1.07502770902131	0.00813332804500203	0.023692591340263
6170	ENSG00000057704	TMCC3	1.07483932178083	0.0029297770585203	0.00995817506165855
6171	ENSG00000186297	GABRA5	1.07470826630081	0.019816031575659	0.0497165900596434
6172	ENSG00000287578	AL034348.1	1.07465900979913	0.000598142022204555	0.00250867674831326
6173	ENSG00000114805	PLCH1	1.07387935623762	0.00227825577330159	0.00800597206156598
6174	ENSG00000245937	LINC01184	1.07387677509	9.38217679348084e-05	0.000495713113781818
6175	ENSG00000125445	MRPS7	1.07376537233314	6.64248095496504e-06	4.68487288108928e-05
6176	ENSG00000273238	TMEM271	1.0737066264665	0.00772097447451312	0.0226873983490658
6177	ENSG00000175664	TEX26	1.0734880348627	0.00748087916476221	0.0220762425036368
6178	ENSG00000111639	MRPL51	1.07292174477179	0.000998377494483743	0.0039222612143246
6179	ENSG00000126016	AMOT	1.07258349598424	0.000670571799550898	0.00277495176951279
6180	ENSG00000243056	EIF4EBP3	1.07248872419007	0.0190351983365985	0.0481086342392432
6181	ENSG00000156535	CD109	1.07179296803493	0.000377649032858723	0.0016835772483164
6182	ENSG00000226268	AC135977.1	1.07175547838206	0.01207814226949	0.0330315912556888
6183	ENSG00000084234	APLP2	1.07170502284112	0.000279723373094777	0.00129372982383468
6184	ENSG00000158006	PAFAH2	1.07136080980311	0.00639918761289854	0.0193548656220039
6185	ENSG00000187624	C17orf97	1.07076309602232	0.000215472422485425	0.00102830313545133
6186	ENSG00000104870	FCGRT	1.07009298813047	0.01649004611782	0.0426946579454809
6187	ENSG00000221990	EXOC3-AS1	1.07006499059283	0.00070269624760416	0.00289128572363967
6188	ENSG00000226009	KCNIP2-AS1	1.06968839540819	0.000530577021365603	0.0022609970115722
6189	ENSG00000062096	ARSF	1.06920697907765	0.0127979516707839	0.0346606249026398
6190	ENSG00000130731	METTL26	1.06899650008791	0.000252038514277591	0.00118174014977568
6191	ENSG00000136856	SLC2A8	1.06858909682596	8.6285876846736e-05	0.000459776150035632
6192	ENSG00000079691	CARMIL1	1.06857642492396	0.00851161799272155	0.0245833660890502
6193	ENSG00000149761	NUDT22	1.0683668378206	0.000752847855453188	0.00306999792480243
6194	ENSG00000183291	SELENOF	1.06826220113465	5.23867167298455e-05	0.000294776154615772
6195	ENSG00000236276	NDP-AS1	1.06807652209001	0.000715874785473526	0.00293815321889046
6196	ENSG00000276593	AC022306.3	1.06779801615446	0.0186114648778434	0.0472317440202152
6197	ENSG00000173013	CCDC96	1.0672375265533	0.000399910688929544	0.00176932477021099
6198	ENSG00000132357	CARD6	1.06691597931327	0.00521087210489789	0.0162846138581636
6199	ENSG00000284620	AF228730.5	1.06661521544152	0.00970124752901738	0.0274615472311957
6200	ENSG00000169181	GSG1L	1.06635618789812	0.0116843199208023	0.0321189018363576
6201	ENSG00000250565	ATP6V1E2	1.06532130315123	0.000150057131378062	0.000749100303708942
6202	ENSG00000100577	GSTZ1	1.06527497775827	0.00556990944725852	0.0172142367107864
6203	ENSG00000179010	MRFAP1	1.06455335205479	5.83992776214223e-06	4.16575969965504e-05
6204	ENSG00000197256	KANK2	1.06441283822113	0.0109014031475324	0.0303396431884539
6205	ENSG00000117408	IPO13	1.0643437386852	3.81208621275119e-05	0.000221909739745262
6206	ENSG00000250903	GMDS-DT	1.06406447843984	0.000156422902442824	0.000777172275426821
6207	ENSG00000197696	NMB	1.06363226518911	0.00314355401568778	0.0105633684435985
6208	ENSG00000204950	LRRC10B	1.06334124478409	0.00326126731774499	0.0109052027301768
6209	ENSG00000234055	AL158151.2	1.06303337942778	0.00376349372740791	0.0123294501624639
6210	ENSG00000139926	FRMD6	1.06252347901852	0.00381798172526636	0.0124899056723376
6211	ENSG00000219200	RNASEK	1.06247703092606	9.68536826121425e-05	0.0005092769662858
6212	ENSG00000161265	U2AF1L4	1.06228991614799	0.000163478852572596	0.000807993364786926
6213	ENSG00000188163	FAM166A	1.06176551160865	3.00157371673519e-05	0.000179281528742553
6214	ENSG00000070019	GUCY2C	1.06122973662655	0.00907836146074837	0.0259772257318697
6215	ENSG00000104341	LAPTM4B	1.06116411650182	0.00046568063007674	0.00202154278966341
6216	ENSG00000114383	TUSC2	1.06112933366194	6.51357646675877e-06	4.60228865524541e-05
6217	ENSG00000280010	AP001350.2	1.06090804168697	0.015758494939591	0.0411402489089666
6218	ENSG00000260018	AC040169.1	1.06048455990654	0.0156782715712941	0.0409832239426441
6219	ENSG00000173083	HPSE	1.06027792495701	0.0110903232716032	0.0307823623686329
6220	ENSG00000148218	ALAD	1.06013938040264	0.00040557607848213	0.00179145186347561
6221	ENSG00000185896	LAMP1	1.05991484551645	0.00020179311040197	0.000971018903254434
6222	ENSG00000101224	CDC25B	1.05976370391769	7.03172372786219e-05	0.000383009406593575
6223	ENSG00000108773	KAT2A	1.05908342620314	2.51392469630839e-05	0.000153074834737709
6224	ENSG00000149809	TM7SF2	1.05894346213644	7.42503645574351e-05	0.000402121626862637
6225	ENSG00000121680	PEX16	1.05812836851663	6.15813048658762e-05	0.000340610665257363
6226	ENSG00000259032	ENSAP2	1.05723954427217	0.0102318689745572	0.0287506793127454
6227	ENSG00000236360	RRAS2P1	1.05647767433619	0.0187838580163007	0.047579713165098
6228	ENSG00000179262	RAD23A	1.05621960634961	1.04846805982488e-05	7.02323389758914e-05
6229	ENSG00000089693	MLF2	1.05558820441178	2.67278034609292e-05	0.000161597221373173
6230	ENSG00000116885	OSCP1	1.05556739043751	0.000875311860728736	0.00349994994528787
6231	ENSG00000269952	AL117336.1	1.0553907273103	0.0195036129915508	0.0490550446882963
6232	ENSG00000144802	NFKBIZ	1.05475121841771	0.000495429008259023	0.00212802658410328
6233	ENSG00000257704	INAFM1	1.05465840959111	0.000344010951398159	0.0015539652238412
6234	ENSG00000286125	AC006115.2	1.05462556037568	0.0195914218592415	0.0492411403625302
6235	ENSG00000271614	ATP2B1-AS1	1.05372586703222	0.0198634721606497	0.0498142300119789
6236	ENSG00000286037	AC011479.4	1.05290039451172	0.0025997753533104	0.00896699129910297
6237	ENSG00000107954	NEURL1	1.05283676876451	0.00165410494608972	0.00607949880982372
6238	ENSG00000116604	MEF2D	1.05268067018725	0.0052048911155749	0.0162717229874178
6239	ENSG00000168079	SCARA5	1.05267917887894	0.0149234415826875	0.039362190746905
6240	ENSG00000042286	AIFM2	1.05210759385709	0.00131852917790986	0.00499912019480647
6241	ENSG00000114547	ROPN1B	1.05163244749291	0.00698682229257528	0.0208232957108395
6242	ENSG00000140941	MAP1LC3B	1.05145947868451	0.000382676718972618	0.00170159288590665
6243	ENSG00000069020	MAST4	1.05084218267421	0.00935884510996187	0.0266385244700514
6244	ENSG00000105792	CFAP69	1.05055186319345	0.00135134642299448	0.00510422932089049
6245	ENSG00000284624	AC092902.4	1.05048545080153	0.00357933861511628	0.0118055556072501
6246	ENSG00000073578	SDHA	1.04992192416728	0.000931538998689646	0.00369862749853372
6247	ENSG00000156414	TDRD9	1.04989279165202	0.00413075983783839	0.0133443901643002
6248	ENSG00000128228	SDF2L1	1.04958556757549	0.0122598080895705	0.0334485871218367
6249	ENSG00000146729	NIPSNAP2	1.04951033086424	0.000160458677179418	0.000794746388792465
6250	ENSG00000143420	ENSA	1.04875859437772	0.00012971474743504	0.000658755546459746
6251	ENSG00000185813	PCYT2	1.04862149459678	0.000350964996122046	0.00157988312182436
6252	ENSG00000288550	AC018809.3	1.04824583876011	1.28815065776251e-05	8.43067919293731e-05
6253	ENSG00000158869	FCER1G	1.0478575364289	0.00678652144987224	0.0203317341036027
6254	ENSG00000239677	PDZRN3-AS1	1.04734822943452	0.00636680627663474	0.0192768775429762
6255	ENSG00000108479	GALK1	1.04655177078842	0.0155735493409058	0.0407702616452068
6256	ENSG00000247903	AC024896.1	1.04650921009088	0.00224015222747439	0.00789105154805067
6257	ENSG00000234775	AC105940.2	1.04619396691669	0.00619135697375137	0.0188302094534726
6258	ENSG00000154654	NCAM2	1.04609510701306	0.00429001096832336	0.013805434030118
6259	ENSG00000273734	AC005258.1	1.04588443835502	1.76520176052274e-06	1.42038389481989e-05
6260	ENSG00000188372	ZP3	1.04508853985148	0.0161866626909003	0.0420395275205009
6261	ENSG00000259291	ZNF710-AS1	1.04507253683506	0.00382719129945563	0.0125135773704439
6262	ENSG00000235618	FAM21EP	1.04447974664425	0.00838355257695701	0.0242983749248823
6263	ENSG00000108798	ABI3	1.04433420799849	0.0150584896458023	0.03965575671443
6264	ENSG00000137806	NDUFAF1	1.04377997692397	0.000144416258885818	0.000725120983726944
6265	ENSG00000270135	AC078795.3	1.0434211948931	0.0123839976314609	0.0337480296038577
6266	ENSG00000102158	MAGT1	1.04327466853895	0.00677602156260962	0.0203054818096079
6267	ENSG00000145390	USP53	1.04271205062132	1.13164728306724e-05	7.50727871269747e-05
6268	ENSG00000237031	AC008067.1	1.04191777847542	0.00119058957528403	0.00457338203926881
6269	ENSG00000122679	RAMP3	1.04180234468311	0.0069840531619763	0.020820916557237
6270	ENSG00000268061	NAPA-AS1	1.04120711447999	0.000306630208053874	0.00140226936695686
6271	ENSG00000224713	AC025165.1	1.041098700738	2.58663857287173e-06	1.99968374856466e-05
6272	ENSG00000284479	SMIM39	1.03987249326581	0.0131577691420711	0.0354816587592285
6273	ENSG00000155754	C2CD6	1.03957943115375	0.00798833640249709	0.0233322499272335
6274	ENSG00000146005	PSD2	1.03929312599351	0.00901781830519166	0.0258250579426832
6275	ENSG00000081923	ATP8B1	1.03911955561836	0.0052525863443768	0.0163989000479221
6276	ENSG00000169570	DTWD2	1.03900052254088	0.000140520719587347	0.000707486012027208
6277	ENSG00000259370	AC103740.1	1.03872359895014	0.00213917587236661	0.00758181527352738
6278	ENSG00000135722	FBXL8	1.03871195436574	0.00217923485438962	0.00771132478697083
6279	ENSG00000280294	AC011008.2	1.03773572155771	0.000138532606906983	0.000698579655796257
6280	ENSG00000272031	ANKRD34A	1.03751698682314	0.0156835246554648	0.0409903982552477
6281	ENSG00000272871	AL159169.2	1.03721392106824	0.000450742782479257	0.00196545600014923
6282	ENSG00000066056	TIE1	1.03706944150663	0.000122681918999007	0.000627496699059064
6283	ENSG00000235823	OLMALINC	1.03664072809988	0.000280983485122324	0.00129870144626131
6284	ENSG00000100031	GGT1	1.03614239948757	0.00538641604137613	0.0167540758668562
6285	ENSG00000128928	IVD	1.03613033379612	0.000930065894711042	0.00369403338201746
6286	ENSG00000159720	ATP6V0D1	1.03542576069439	0.00230305112675583	0.00808014946092512
6287	ENSG00000178209	PLEC	1.03531029513047	5.80590574352081e-06	4.1473965513963e-05
6288	ENSG00000285868	AC008676.3	1.03521246403418	0.00430673998036324	0.0138491014114074
6289	ENSG00000183048	SLC25A10	1.03505791903229	0.0032115459589071	0.0107707806179223
6290	ENSG00000178773	CPNE7	1.03459963070835	0.0195747413841597	0.0492027421775018
6291	ENSG00000110011	DNAJC4	1.03450707900639	0.00438636439080203	0.0140510313412126
6292	ENSG00000148090	AUH	1.03362351130766	0.000697345239473089	0.00287117594371291
6293	ENSG00000133121	STARD13	1.03275842318467	0.000359269439650466	0.00161106156524589
6294	ENSG00000164405	UQCRQ	1.031083829377	0.00105976921813442	0.00412737973926253
6295	ENSG00000166823	MESP1	1.03099433127985	0.00102461559655388	0.00400917151577271
6296	ENSG00000219507	FTH1P8	1.03082967130559	0.0145190099985854	0.038457445699856
6297	ENSG00000167797	CDK2AP2	1.03075700000955	0.0127950952003393	0.0346555652576115
6298	ENSG00000137642	SORL1	1.03056746290573	0.00245002281133427	0.00851908278880106
6299	ENSG00000181817	LSM10	1.02995035298288	0.000373752475185066	0.00166832714451562
6300	ENSG00000138629	UBL7	1.02976422553779	3.4209369223067e-05	0.000201413692166771
6301	ENSG00000120156	TEK	1.02974898486392	0.00131766081660357	0.00499690838713499
6302	ENSG00000159069	FBXW5	1.02973758390936	7.46734073668555e-05	0.000404100675329247
6303	ENSG00000172115	CYCS	1.02955650143539	0.00103541508592373	0.00404646169821546
6304	ENSG00000260025	CRIM1-DT	1.02947676572554	0.0035943629194989	0.0118461959114726
6305	ENSG00000085465	OVGP1	1.02901606155432	0.00103581332712274	0.00404725155502436
6306	ENSG00000151164	RAD9B	1.02884777764016	0.000471206098789528	0.00204224252456462
6307	ENSG00000091129	NRCAM	1.02882097045392	0.0171275366292705	0.0441139424883312
6308	ENSG00000135100	HNF1A	1.02867285676196	0.000259578224143449	0.00121303699174285
6309	ENSG00000167702	KIFC2	1.02775081806007	6.04702736354061e-05	0.00033519721210709
6310	ENSG00000258749	AL110504.1	1.02744273153459	0.0159317031105928	0.0414941349509178
6311	ENSG00000086506	HBQ1	1.02677088036091	0.00424957086248802	0.0136979227350738
6312	ENSG00000065154	OAT	1.02672017302657	0.000868510643031987	0.00347632264800852
6313	ENSG00000116898	MRPS15	1.02656099428859	0.000119790102469744	0.000614493786323366
6314	ENSG00000259327	AC023906.3	1.02603571469739	0.00405487460633415	0.0131264878535809
6315	ENSG00000162817	C1orf115	1.02592663130386	4.27093154263382e-05	0.000245870420944889
6316	ENSG00000265304	MIR3650	1.02498371718837	0.0191852432725971	0.0484145743983998
6317	ENSG00000073670	ADAM11	1.02459726455738	0.00625050090547961	0.0189863401995337
6318	ENSG00000176058	TPRN	1.02459036245699	0.00146156531102485	0.00546854191812245
6319	ENSG00000186395	KRT10	1.02455142767564	8.05050895184595e-05	0.000432389642233699
6320	ENSG00000231007	CDC20P1	1.02435653780993	0.0195584456924067	0.0491723555416995
6321	ENSG00000136371	MTHFS	1.02424463787607	0.00609258153162192	0.0185732901477342
6322	ENSG00000165810	BTNL9	1.02422533219192	0.0164153553820758	0.042532678231362
6323	ENSG00000263503	MAPK8IP1P2	1.02353620342181	0.00853397386501072	0.0246346724566994
6324	ENSG00000006740	ARHGAP44	1.02349763639907	0.0199415966137352	0.0499637016614641
6325	ENSG00000247049	AC008443.1	1.02323747518316	0.00181167291324794	0.00657523639503886
6326	ENSG00000162618	ADGRL4	1.02305690124746	0.0194541459367088	0.0489452242475654
6327	ENSG00000144061	NPHP1	1.02149199249861	0.00190950406423869	0.00687339140019074
6328	ENSG00000166401	SERPINB8	1.02128079535104	0.000937877132537166	0.00371958124934187
6329	ENSG00000023909	GCLM	1.02117958782209	0.00314367676383478	0.0105633684435985
6330	ENSG00000067182	TNFRSF1A	1.02093503064422	0.0186067780755283	0.0472232674802455
6331	ENSG00000075711	DLG1	1.02059996576554	3.44632546307623e-05	0.000202636309546771
6332	ENSG00000265401	AC093484.3	1.02024500078356	6.71025029903484e-05	0.000367497028324621
6333	ENSG00000267157	AC011499.1	1.0201903599881	0.0111522786339685	0.0309248515498752
6334	ENSG00000205544	TMEM256	1.01979558067835	0.00720011262244806	0.0213699830157754
6335	ENSG00000271228	AL121655.1	1.01964919086006	0.00791926923867033	0.023167182313544
6336	ENSG00000177542	SLC25A22	1.01950079632536	0.00193464076121442	0.00695102946449857
6337	ENSG00000287133	AC007279.1	1.01946633585508	0.0180249611338144	0.0460164030343237
6338	ENSG00000131171	SH3BGRL	1.0187044079655	1.56775034427623e-05	0.000100358344875382
6339	ENSG00000273702	AC091271.1	1.01866500542323	0.00509283694658036	0.015968393526979
6340	ENSG00000176209	SMIM19	1.01835251409027	0.000349262550418209	0.00157424034132588
6341	ENSG00000129467	ADCY4	1.01771045252435	8.54156453901508e-05	0.000455831751163661
6342	ENSG00000198794	SCAMP5	1.01765041590512	0.00278163639863711	0.00952016822086741
6343	ENSG00000182329	KIAA2012	1.01748324992787	0.0150907488132996	0.0397257930062291
6344	ENSG00000226102	SEPTIN7P3	1.01725025444423	0.0143647568567017	0.038135281148759
6345	ENSG00000249141	AL159163.1	1.01715291364005	0.000226769154019592	0.0010756274751799
6346	ENSG00000167774	AC010323.1	1.01691546576149	0.00696920282942832	0.0207937578166905
6347	ENSG00000214184	GCC2-AS1	1.01665478350109	0.0146657327523974	0.0387757860535565
6348	ENSG00000061656	SPAG4	1.01619525016215	0.00428114137612733	0.0137832156295131
6349	ENSG00000198964	SGMS1	1.01619066189372	5.13568469328818e-05	0.000289492131714414
6350	ENSG00000279631	AL158211.5	1.01601771375424	0.00650947873338019	0.0196308815568837
6351	ENSG00000277692	AL121583.1	1.01588360678907	0.00628954230076785	0.0190809050248071
6352	ENSG00000143878	RHOB	1.01579672468857	0.00320818468521489	0.0107606371198841
6353	ENSG00000254429	AP001972.1	1.01468711741189	0.000173731511597183	0.000851704587890174
6354	ENSG00000144331	ZNF385B	1.01433088051137	0.0189908832730421	0.0480139368230545
6355	ENSG00000130711	PRDM12	1.01361710372096	0.0183212183477902	0.0466098493762304
6356	ENSG00000288612	AL133351.4	1.01316746927755	0.00137296217725879	0.00517194807927104
6357	ENSG00000288593	AP001054.1	1.01301554653538	0.00668298085023548	0.0200626735275411
6358	ENSG00000285991	AL355312.5	1.01286712757077	0.0112073830449629	0.0310507467202113
6359	ENSG00000088970	KIZ	1.01264294425432	0.000811684558076165	0.00327699745729207
6360	ENSG00000235246	AL020993.1	1.01250442117299	0.000869014001155775	0.00347714673420009
6361	ENSG00000235194	PPP1R3E	1.01218558021094	0.000129500309894023	0.000657952385837976
6362	ENSG00000255031	AP002807.1	1.01208907782733	0.00953864626516051	0.0270755794544588
6363	ENSG00000155252	PI4K2A	1.01204939272735	0.000842560050365641	0.00338520317210952
6364	ENSG00000198648	STK39	1.01202319792447	0.00536434961671072	0.0166949015355779
6365	ENSG00000108523	RNF167	1.01113656906622	0.000144809600523066	0.000726773353209804
6366	ENSG00000054598	FOXC1	1.01103902756708	0.00141438662782791	0.00531031005118217
6367	ENSG00000144647	POMGNT2	1.01084850736741	0.000139028861383009	0.000700779801943078
6368	ENSG00000216901	ZNF603P	1.01068516892636	0.0163522375086252	0.0423999720736608
6369	ENSG00000120725	SIL1	1.01014463279956	3.31833963983333e-05	0.000195932339030199
6370	ENSG00000058668	ATP2B4	1.00944514512555	0.00127089276172254	0.00484470012776652
6371	ENSG00000079841	RIMS1	1.00910666870557	0.0142176670093255	0.037824969957971
6372	ENSG00000130402	ACTN4	1.00900201361646	7.24043018574582e-05	0.000393582646602928
6373	ENSG00000273203	AC006946.2	1.0086890610576	0.0101971484333667	0.0286685964974643
6374	ENSG00000115520	COQ10B	1.00839454453189	0.00111405849389532	0.00431104493549187
6375	ENSG00000181744	DIPK2A	1.00823027635154	0.0018466493397401	0.00668557220696531
6376	ENSG00000066926	FECH	1.00804648743437	0.000528152087163976	0.00225233958053915
6377	ENSG00000117450	PRDX1	1.00701069151331	0.011664497131302	0.0320689079500877
6378	ENSG00000165672	PRDX3	1.0068500475778	0.000202684738059113	0.000974838253945811
6379	ENSG00000154330	PGM5	1.00671690278029	0.00145847469522556	0.00545947183363309
6380	ENSG00000015285	WAS	1.00601275441623	0.00809671468453651	0.0235962119326445
6381	ENSG00000096060	FKBP5	1.00568352732609	0.00252210187235355	0.00873161677932886
6382	ENSG00000270002	AC022028.2	1.00560615745728	0.00061267676253743	0.00256228217434705
6383	ENSG00000286699	AC084198.1	1.00527102679891	0.000896814875091543	0.00357573703522855
6384	ENSG00000254858	MPV17L2	1.00480040807256	0.000288912827211137	0.00133096506986507
6385	ENSG00000244005	NFS1	1.00474863921277	6.89503671449464e-05	0.000376324128353593
